ID,Stock Code,UPC Full,Name,Size,Default Qty,Unit Cost,Latest Cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Bottle Deposit,Do Not Track Inventory,Add To Shortcut Keys,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No,Do Not Apply Manual Discount,Exclude from Promotions
130,"0052700006","80052760","KINDER BUENO HAZELNUT 21.5GR","MISC","1","1.08","1.100","3.00",,,,,"Tax","SNACKS","NOTAX","EUROSTAR","11.00",11,"64.00",30,6,"B",0,"general",0,"60365",30,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
131,"8930000088","78938830","HALL MENTA","28G","1","0.65","0.650","2.00",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","18.00",18,"67.50",1,1,"C",0,"general",0,"57043",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
132,"0761700006","80761761","KINDER BUENO WHITE CHOCOLATE 100GR","MISC","1","1.20","1.200","3.00",,,,,"Tax","SNACKS","NOTAX","EUROSTAR","16.00",16,"60.00",30,5,"B",0,"general",0,"64928",30,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
134,"0399700009","90399794","SPRITE GLASS JAR","250ML","1","0.99","0.990","2.50",,,,,"Tax","BEVERAGES ","NOTAX","EUROSTAR","30.00",30,"60.40",24,3,"B",0,"general",0,"13291",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
138,"0980000760","009800007608","TIC TAC FRUIT ADV","4PK","1","1.08","1.080","2.50",,,,,"Tax","CANDY/ GUMS",,"SEAN / PURPLE FLOWER","6.00",6,"56.80",1,1,"C",0,"general",0,"51536",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
139,"0980000763","009800007639","TIC TAC ORANGE LARGE","4PK","1","1.08","1.080","2.50",,,,,"Tax",,,"UNKNOWN","7.00",7,"56.80",0,0,"D",0,"general",0,"20584",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
140,"0980000767","009800007677","TIC TAC WINTERGREEN LARGE","4PK","1","1.08","1.080","2.50",,,,,"Tax",,,"UNKNOWN","4.00",4,"56.80",0,0,"D",0,"general",0,"47669",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
142,"0980080005","009800800056","NUTELLA FERRERO & GO HAZELNUT SPREAD + BREADSTICKS","1.80OZ","1","1.58","1.390","3.00",,,,,"Tax","SNACKS","NOTAX","Jetro","15.00",15,"47.33",2,2,"C",0,"general",0,"55802",16,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
147,"1200000159","01215908","AQUAFINA 20 OZ","20OZ","1","0.83","0.830","2.00",,,,,"Tax","BEVERAGES ","NOTAX","Jetro","33.00",33,"58.50",48,31,"A",0,"general",0,"02148",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
148,"1200000177","01217702","STARBUCKS ESPRESSO & CREAM 6.5OZ","6.50FLOZ","1","2.00","2.000","3.99",,,,,"Tax","BEVERAGES ","NOTAX","Jetro","10.00",10,"49.87",12,8,"A",0,"general",0,"57838",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
149,"1200000180","01218002","STARBUCKS FRAP COFFEE","13.70OZ","1","2.73","2.750","4.50",,,,,"Tax","BEVERAGES ","NOTAX","UNKNOWN","18.00",18,"39.33",0,0,"D",0,"general",0,"79332",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
150,"1200001672","012000016721","STARBUCKS FRAP CARAMEL","13.70OZ","1","2.68","2.680","4.50",,,,,"Tax","BEVERAGES ","NOTAX","Jetro","13.00",13,"40.44",12,3,"B",0,"general",0,"73721",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
153,"1200081331","012000813313","STARBUCKS FRAP VANILLA","4PK","1","2.68","2.680","4.50",,,,,"Tax","BEVERAGES ","NOTAX","Jetro","8.00",8,"40.44",1,1,"C",0,"general",0,"75605",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
155,"1230000093","01239332","CAMEL CRUSH MENTHOL","SINGLE","1","10.02","10.050","13.99",,,,,"Tax","CIGARETTES/ CIGARRILOS","CIGARETTES","Nepa 305","11.00",11,"28.38",10,5,"A",0,"general",0,"33601",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
159,"1300000124","01312403","HEINZ TOMATO KETCHUP 14OZ","14.00OZ","1","1.96","1.910","4.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Jetro","16.00",16,"60.72",16,3,"B",0,"general",0,"32514",16,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
160,"1300000852","013000008525","HEINZ DISTILLED WHITE VINEGAR 16OZ","16.00OZ","1","20.28","20.280","3.00",,,,,"Tax","PANTRY ITEMS","NOTAX","Jetro","7.00",7,"-576.00",2,2,"C",0,"general",0,"36394",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
169,"1411391013","014113910132","WONDERFUL PISTACHIOS ROASTED & SALTED 2.5OZ","2.50OZ","1","2.42","2.420","3.99",,,,,"Tax","SNACKS","NOTAX","Jetro","4.00",4,"39.35",8,3,"B",0,"general",0,"13512",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
170,"1411391087","014113910873","WONDERFUL PISTACHIOS CHILI ROASTED 2.5OZ","MISC","1","2.42","2.420","3.99",,,,,"Tax","SNACKS","NOTAX","Jetro","0.00",0,"39.35",8,3,"D",0,"general",0,"85276",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
175,"1480058204","014800582048","REAL LIME 8OZ","8OZ","1","1.77","1.820","2.99",,,,,"Tax","PANTRY ITEMS","NOTAX","CWA","5.00",5,"40.80",12,3,"B",0,"general",0,"65216",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
182,"1600014155","016000141551","HONEY NUT CHEERIOS","1.80OZ","1","1.95","1.950","2.50",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","2.00",2,"22.00",0,0,"D",0,"general",0,"02085",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
184,"1708200956","017082009562","GOLDEN ISLAND KOREAN BBQ BITES","MISC","1","2.73","2.730","3.50",,,,,"Tax","SNACKS","NOTAX","COSTCO","7.00",7,"22.00",0,0,"D",0,"general",0,"80829",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
185,"1740022268","017400222680","MAHATMA VALENCIA SHORT GRAIN RICE 14 OZ","14OZ","1","1.28","1.280","2.99",,,,,"Tax","PANTRY ITEMS","NOTAX","UNKNOWN","0.00",0,"57.19",0,0,"D",0,"general",0,"08886",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
187,"1786972441","017869724411","FIORUCCI CHARCUTERIE SALAMI/PEPPORONI","MISC","1","9.35","9.350","11.99",,,,,"Tax",,,"UNKNOWN","0.00",0,"22.02",1,0,"D",0,"general",0,"59122",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
188,"1786972442","017869724428","FIORUCCI CHARCUTERIE","MISC","1","7.24","7.240","11.99",,,,,"Tax","DAIRY","NOTAX","Walmart Business","0.00",0,"39.62",3,3,"D",0,"general",0,"36043",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
189,"1820000174","018200001741","BUD LIGHT RITA LIME 4PK 16 OZ CAN","4PK","1","5.07","5.070","8.99",,,,,"Tax","BEERS",,"EAGLE BRAND","5.00",5,"43.60",6,1,"B",0,"general",0,"54049",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
191,"1820000855","018200008559","BUD LIGHT RITA STRAW-BER-RITA 4PK 16OZ CAN","4PK","1","4.87","4.870","8.99",,,,,"Tax","BEERS",,"EAGLE BRAND","6.00",6,"45.83",6,5,"A",0,"general",0,"33373",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
193,"1820005989","018200059896","MICHELOB ULTRA 6PK 12OZ BOTTLE","6PK","1","8.46","8.460","13.99",,,,,"Tax",,,"EAGLE BRAND","6.00",6,"39.53",4,2,"B",0,"general",0,"02143",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
194,"1820020059","018200200595","MICHELOB ULTRA 12PK 16OZ ALLUM","16OZ","1","16.47","16.500","23.99",,,,,"Tax","BEERS",,"EAGLE BRAND","1.00",1,"31.35",4,4,"A",0,"general",0,"42972",2,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
195,"1820005990","018200059902","MICHELOB ULTRA 12PK 12OZ BOTTLE","12PK","1","14.98","14.980","23.99",,,,,"Tax","BEERS",,"EAGLE BRAND","2.00",2,"37.56",4,3,"A",0,"general",0,"31509",2,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
196,"1820006991","018200069918","MICHELOB ULTRA 12PK 12OZ CAN","12PK","1","14.98","14.980","23.99",,,,,"Tax","BEERS",,"EAGLE BRAND","2.00",2,"37.56",4,3,"A",0,"general",0,"53391",2,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
197,"1820020249","018200202490","STELLA 12PK 12OZ CAN","12PK","1","16.76","16.800","25.99",,,,,"Tax","BEERS",,"EAGLE BRAND","4.00",4,"35.51",2,1,"B",0,"general",0,"68786",2,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
198,"1820020252","018200202520","STELLA 6PK 12OZ CAN","MISC","1","9.00","9.000","13.99",,,,,"Tax","BEERS",,"EAGLE BRAND","2.00",2,"35.67",4,1,"B",0,"general",0,"21660",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
199,"1820020320","018200203206","STELLA 4PK 16OZ CAN","16OZ","1","6.92","6.920","10.99",,,,,"Tax","BEERS",,"EAGLE BRAND","2.00",2,"37.03",6,1,"B",0,"general",0,"41214",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
201,"1820020352","018200203527","NUTRL FRUIT VARIETY 8PK 12OZ CAN","8PK","1","13.14","13.140","19.99",,,,,"Tax",,,"EAGLE BRAND","0.00",0,"34.27",0,0,"B",0,"general",0,"87924",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
204,"1820025010","018200250101","MICHELOB ULTRA SINGLE 25OZ CAN","SINGLE","1","2.24","2.240","4.99",,,,,"Tax","BEERS",,"EAGLE BRAND","9.00",9,"55.11",15,2,"B",0,"general",0,"65979",15,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
207,"1820025532","018200255328","BUD LIGHT RITA MANG-O-RITA 4PK 16OZ CAN","4PK","1","4.87","4.870","8.99",,,,,"Tax","BEERS",,"EAGLE BRAND","6.00",6,"45.83",6,3,"B",0,"general",0,"63068",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
208,"1820026124","018200261244","STELLA SINGLE 25OZ CAN","SINGLE","1","2.69","2.690","4.99",,,,,"Tax","BEERS",,"EAGLE BRAND","30.00",30,"46.09",15,5,"B",0,"general",0,"97358",15,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
210,"1900008342","019000083425","LIFE SAVERS GUMMIES 7OZ","7.70OZ","1","1.98","1.970","3.99",,,,,"Tax","SNACKS","NOTAX","Jetro","9.00",9,"50.38",12,2,"B",0,"general",0,"89439",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
211,"1900017049","019000170491","LIFE SAVERS GUMMIES SOURS 7OZ","7.00OZ","1","1.98","1.970","3.99",,,,,"Tax","SNACKS","NOTAX","Jetro","12.00",12,"50.38",12,6,"B",0,"general",0,"68869",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
212,"1920075352","019200753524","LYSOL ALL PURPOSE CLEANER SPRAY LEMON BREEZE SPRAY 32OZ","32.00FLOZ","1","3.97","3.970","6.50",,,,,"Tax","HOUSEHOLD CLEANING SUPPLIES","NOTAX","Walmart Business","2.00",2,"38.92",0,0,"D",0,"general",0,"76504",2,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
217,"1980000117, 9434617465","019800001179, 019800001179","DRANO MAX GEL PROFESSIONAL STRENGTH CLOG REMOVER 32OZ","32OZ","1","5.17","5.170","8.99",,,,,"Tax","HOUSEHOLD CLEANING SUPPLIES","NOTAX","Walmart Business","2.00, 0.00",2,"42.49",0,0,"D",0,"general",0,"82992",2,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
219,"2068500166","020685001666","CAPE CODE PARTY SIZE","MISC","1","5.90","5.900","8.50",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","1.00",1,"30.59",1,0,"D",0,"general",0,"16056",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
220,"2100002576","021000025763","KRAFT ORIGINAL MAC CHEESE 4.10OZ","4.10OZ","1","1.92","1.920","3.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Jetro","1.00",1,"51.88",0,0,"D",0,"general",0,"22142",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
221,"2100001087","021000010875","KRAFT MAC CHEESE 2.5OZ","2.05OZ","1","0.84","0.830","2.50",,,,,"Tax","PANTRY ITEMS","NOTAX","COSTCO","4.00",4,"66.40",0,0,"D",0,"general",0,"64263",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
228,"2196818248","021968182485","CRAZY NUTS MIX","MISC","1","3.89","3.890","4.99",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","1.00",1,"22.04",0,0,"D",0,"general",0,"86719",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
229,"2200000840","02284004","EXTRA WINTERFRESH GUM 15 STICKS",,"1","1.21","1.140","2.99",,,,,"Tax","SNACKS","NOTAX","Jetro","6.00",6,"59.53",1,1,"C",0,"general",0,"73400",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
230,"2200000891","02289106","EXTRA PEPPERMINT GUM 15 STICKS","4PK","1","1.95","1.950","2.50",,,,,"Tax","CANDY/ GUMS",,"UNKNOWN","10.00",10,"22.00",0,0,"D",0,"general",0,"79633",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
231,"2200000898","02289805","EXTRA POLAR ICE GUM 15 STICKS","4PK","1","1.24","1.240","2.99",,,,,"Tax","CANDY/ GUMS",,"Jetro","10.00",10,"58.53",10,3,"B",0,"general",0,"83674",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
232,"2200000899","02289902","EXTRA SPEARMINT GUM 15 STICKS","4PK","1","1.15","1.140","2.99",,,,,"Tax","SNACKS","NOTAX","Jetro","10.00",10,"61.54",0,0,"D",0,"general",0,"00452",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
233,"2200001413","022000014139","EXTRA SMOOTH MINT GUM 15 STICKS","40.50G","1","1.24","1.240","2.50",,,,,"Tax","SNACKS","NOTAX","Jetro","10.00",10,"50.40",10,5,"B",0,"general",0,"44443",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
235,"2200001669","022000016690","5 SOUR STRAWBERRY FLOOD 15 STICKS","15CT","1","1.42","1.420","2.99",,,,,"Tax","SNACKS","NOTAX","CWA","1.00",1,"52.51",0,0,"D",0,"general",0,"77831",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
236,"2200015931","022000159311","ALTOIDS SEARMINT *NO RESTOCK*","1.76OZ","1","2.18","2.180","4.00",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","4.00",4,"45.50",1,1,"C",0,"general",0,"52202",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
237,"2200015933","022000159335","ALTOIDS *NO RESTOCK)","4PK","1","2.18","2.180","4.00",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","8.00",8,"45.50",0,0,"D",0,"general",0,"92050",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
238,"2200028217","022000282170","EXTRA SWEET WATERMELON GUM 35 STICKS","MISC","1","3.20","3.210","5.99",,,,,"Tax","SNACKS","NOTAX","Jetro","4.00",4,"46.58",0,0,"D",0,"general",0,"67532",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
240,"2253250927","022532509271","VIGORO PLANT 6 INCHES","MISC","1","12.46","12.460","15.98",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","UNKNOWN","1.00",1,"22.03",1,0,"D",0,"general",0,"97657",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
241,"2253250929","022532509295","VIGORO PLANT 6 INCHES","MISC","1","12.46","12.460","15.98",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","UNKNOWN","1.00",1,"22.03",1,0,"D",0,"general",0,"10944",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
242,"2253250941","022532509417","VIGORO PLANT 6 INCHES","MISC","1","12.46","12.460","15.98",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","UNKNOWN","1.00",1,"22.03",1,0,"D",0,"general",0,"23087",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
243,"2253251349","022532513490","VIGORO PLANT 6 INCHES","MISC","1","12.23","12.230","15.68",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","UNKNOWN","1.00",1,"22.00",1,0,"D",0,"general",0,"89691",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
244,"2253251353","022532513537","VIGORO PLANT 6 INCHES","MISC","1","12.46","12.460","15.98",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","UNKNOWN","1.00",1,"22.03",0,0,"D",0,"general",0,"86181",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
245,"2253257861","022532578611","VIGORO PLANT 6 INCHES","MISC","1","12.46","12.460","15.98",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","UNKNOWN","2.00",2,"22.03",1,0,"D",0,"general",0,"34984",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
246,"2253258813","022532588139","VIGORO 6 INCHES","MISC","1","12.46","12.460","15.98",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","UNKNOWN","1.00",1,"22.03",1,0,"D",0,"general",0,"19187",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
247,"2260064203","022600642039","CONDOMS 3PK","3PK","1","1.61","1.610","3.99",,,,,"Tax","OTHERS","MISC MARKET","Nepa 305","1.00",1,"59.65",0,0,"D",0,"general",0,"94465",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
248,"2260093150","022600931508","TROJAN CONDOMS ARMOR SPERMICIDAL LUBRICANT","3.00CT","1","1.62","1.630","3.99",,,,,"Tax","ADULT ITEMS",,"Nepa 305","5.00",5,"59.40",0,0,"D",0,"general",0,"00381",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
249,"2260095321","022600953210","TROJAN CONDOMS PLEASURE PACK","3.00CT","1","1.96","1.960","4.00",,,,,"Tax","ADULT ITEMS",,"Jetro","2.00",2,"51.00",1,1,"C",0,"general",0,"09249",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
252,"2400016302","024000163022","DEL MONTE FRESH CUT GOLDEN SWEET","15.25OZ","1","1.32","1.320","2.69",,,,,"Tax","PANTRY ITEMS","NOTAX","UNKNOWN","0.00",0,"50.93",1,1,"D",0,"general",0,"63653",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
256,"2500005801","025000058011","MINUTE MAID LEMONADE 16 OZ","16OZ","1","1.17","1.150","3.00",,,,,"Tax","BEVERAGES ","NOTAX","Jetro","6.00",6,"61.00",24,2,"C",0,"general",0,"86882",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
257,"2500005886","025000058868","MINUTE MAID PINK LEMONADE 20 OZ","20OZ","1","1.36","1.360","3.00",,,,,"Tax","BEVERAGES ","NOTAX","COCA COLA","12.00",12,"54.67",24,4,"B",0,"general",0,"68093",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
258,"2590022733, 2590044552","025900445522, 025900445522","SWISHER SWEETS ORIGINAL","SINGLE","1","0.88","0.880","1.50",,,,,"Tax","TOBACCO PRODUCTS","Tobacco Products","Nepa 305","0.00, 33.00",33,"41.33",3,3,"C",0,"general",0,"42893",30,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
259,"2610000573","02657318","NEWPORT BOX 100","SINGLE","1","9.94","10.040","13.99",,,,,"Tax","CIGARETTES/ CIGARRILOS","CIGARETTES","Nepa 305","8.00",8,"28.95",0,0,"D",0,"general",0,"18566",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
260,"2610000575","02657512","NEWPORT BOX","4PK","1","10.65","10.650","14.99",,,,,"Tax","CIGARETTES/ CIGARRILOS","CIGARETTES","Nepa 305","9.00",9,"28.95",10,5,"A",0,"general",0,"04183",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
261,"2700061216","027000612163","WESSON VEGETABLE OIL 16OZ","16.00OZ","1","3.99","3.990","6.99",,,,,"Tax","PANTRY ITEMS","NOTAX","CWA","0.00",0,"42.92",0,0,"D",0,"general",0,"10921",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
268,"2820000384","02838423","MARLBORO GOLD BOX SHORT","SINGLE","1","9.55","9.550","14.99",,,,,"Tax","CIGARETTES/ CIGARRILOS","CIGARETTES","Nepa 305","12.00",12,"36.29",10,10,"A",0,"general",0,"40377",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
270,"2840020060","028400200608","LAYS SALT & VINEGAR 7OZ","7.75OZ","1","3.68","3.680","5.99",,,,,"Tax","SNACKS","NOTAX","FRITO LAY","8.00",8,"38.56",0,0,"D",0,"general",0,"26689",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
272,"2840020126","028400201261","LAYS LIMON 7OZ","7OZ","1","2.70","2.500","5.99",,,,,"Tax","SNACKS","NOTAX","Walmart Business","5.00",5,"54.92",1,1,"C",0,"general",0,"31154",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
278,"2840051646","028400516464","DORITOS NACHO CHEESE 9OZ","9OZ","1","3.97","3.970","6.99",,,,,"Tax","SNACKS","NOTAX","Walmart Business","7.00",7,"43.20",4,4,"B",0,"general",0,"22720",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
280,"2840051647","028400516471","DORITOS SPICY NACHO 9OZ","9","1","3.36","3.360","6.99",,,,,"Tax","SNACKS","NOTAX","Walmart Business","3.00",3,"51.93",1,1,"B",0,"general",0,"94900",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
284,"2840058986","028400589864","CHEETOS CRUNCHY 8OZ","8.5OZ","1","4.43","4.430","6.99",,,,,"Tax","SNACKS","NOTAX","Walmart Business","2.00",2,"36.62",6,2,"B",0,"general",0,"54400",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
286,"2840058989","028400589895","CHEETOS FLAMIN HOT 8.5OZ","8OZ","1","4.42","4.430","6.99",,,,,"Tax","SNACKS","NOTAX","Walmart Business","0.00",0,"36.77",3,3,"B",0,"general",0,"03042",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
287,"2840059002","028400590020","CHEETOS CRUNCHY FLAMIN HOT LIMON 8.5OZ","1","1","4.36","4.350","6.99",,,,,"Tax","SNACKS","NOTAX","FRITO LAY","6.00",6,"37.63",2,2,"B",0,"general",0,"67897",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
292,"2840070008","028400700085","CHEETOS MINI","MISC","1","2.00","2.000","3.50",,,,,"Tax","SNACKS","NOTAX","Walmart Business","4.00",4,"42.86",2,2,"B",0,"general",0,"79146",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
295,"3000016909","030000169094","QUAKER RICE CAKES WHITE CHEDDAR","5.50OZ","1","3.50","3.480","5.25",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","2.00",2,"33.33",3,3,"B",0,"general",0,"74160",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
298,"3000031475","030000314753","RICE CRISPS RANCH","MISC","1","0.44","0.440","1.50",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","2.00",2,"70.67",0,0,"D",0,"general",0,"66664",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
300,"3000031477","030000314777","RICE CRISPS APPLE CINNAMON","MISC","1","0.44","0.440","1.50",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","3.00",3,"70.67",0,0,"D",0,"general",0,"27650",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
301,"3000044117","030000441176","QUAKER RICE SNACKS CHEDDAR CHEESE","0.91OZ","1","0.44","0.440","1.50",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","2.00",2,"70.67",0,0,"D",0,"general",0,"21577",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
302,"3000056958","030000569580","QUAKER RICE CAKES EVERYTHING","MISC","1","3.89","3.890","5.25",,,,,"Tax","PANTRY ITEMS","NOTAX","UNKNOWN","0.00",0,"25.90",0,0,"D",0,"general",0,"63956",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
306,"3114605341","031146053414","TONKOTSU RAMEN","MISC","1","2.17","2.170","3.99",,,,,"Tax","PANTRY ITEMS","NOTAX","COSTCO","5.00",5,"45.61",12,7,"A",0,"general",0,"44191",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
307,"3114615691","031146156917","NONG SHIM UDON NOODLE SOUP JAPANESE STYLE","9.73OZ","1","2.69","2.670","5.99",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","KARINA DROPPED MERCH","6.00",6,"55.09",6,3,"B",0,"general",0,"08843",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
308,"3120020007, 3120021007","031200210074, 031200210074","OS CRANBERRY JUICE 64 OZ","64OZ","1","3.31","3.330","5.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Jetro","8.00, 0.00",8,"44.74",0,0,"D",0,"general",0,"53832",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
310,"3320001110","033200011101","ARM & HAMMER PURE BAKING SODA","16.00OZ","1","0.99","0.990","2.00",,,,,"Tax","HOUSEHOLD CLEANING SUPPLIES","NOTAX","UNKNOWN","0.00",0,"50.50",1,1,"D",0,"general",0,"47474",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
313,"3354400209","033544002094","MODELO 6PK 12OZ CAN","12OZ","1","9.40","9.400","13.99",,,,,"Tax","BEERS",,"GOLD COAST","6.00",6,"32.81",4,3,"A",0,"general",0,"13073",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
315,"3384400007","033844000073","BADIA GROUND CUMIN 2OZ","2OZ","1","1.45","1.250","3.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Tropicalize","9.00",9,"63.66",0,0,"D",0,"general",0,"02770",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
316,"3384400008","033844000080","BADIA COMPLETE SEASONING 3.5OZ","3.50OZ","1","1.32","1.320","3.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Tropicalize","7.00",7,"66.92",1,1,"C",0,"general",0,"32782",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
